sd_geo_id	sd_vote_id	statefp10	countyfp10	totpop	vap	vtd_fact	vtdst10	geoid10	vtdi10	name10	namelsad10	lsad10	mtfcc10	funcstat10	aland10	awater10	intptlat10	intptlon10	sd_agg	fraction	mergevar	county	precinct	usp_tot_08	usp_r_08	usp_d_08	ush_r_08	ush_d_08	uss_r_08	uss_d_08	usp_08	ush_08	uss_08	av_08	ndv	nrv
111	"107"	46	23	201	166	"VTD-7"	"VTD-7"	"46023VTD-7"	"A"	"VTD-precinct 7-Pickstown"	"VTD-precinct 7-Pickstown"	0	"G5240"	"N"	1676775	0	43.0678	-98.530075	"166"	"1"	"107"	"Charles Mix"	"#07"	120.0	67.0	53.0	50.0	73.0	52.0	71.0	0.44166666	0.5934959	0.57723576	0.53825134	64.590164	55.409836
112	"104"	46	23	722	438	"VTD-4"	"VTD-4"	"46023VTD-4"	"A"	"VTD precinct 4"	"VTD precinct 4"	0	"G5240"	"N"	167367073	2350502	43.00104	-98.4015	"438"	"1"	"104"	"Charles Mix"	"#04"	238.0	56.0	182.0	20.0	222.0	32.0	213.0	0.7647059	0.91735536	0.86938775	0.85103446	202.5462	35.453793
113	"101"	46	23	1303	832	"VTD-1"	"VTD-1"	"46023VTD-1"	"A"	"VTD precinct 1"	"VTD precinct 1"	0	"G5240"	"N"	551245658	2045860	43.089344	-98.256966	"832"	"1"	"101"	"Charles Mix"	"#01"	466.0	214.0	252.0	95.0	402.0	151.0	344.0	0.54077256	0.8088531	0.6949495	0.6844993	318.97668	147.02332
114	"102"	46	23	418	299	"VTD-2"	"VTD-2"	"46023VTD-2"	"A"	"VTD precinct 2"	"VTD precinct 2"	0	"G5240"	"N"	254684177	1936058	42.968597	-98.17803	"299"	"1"	"102"	"Charles Mix"	"#02"	214.0	99.0	115.0	62.0	157.0	77.0	142.0	0.5373832	0.716895	0.6484018	0.63496935	135.88344	78.11656
115	"105"	46	23	1099	686	"VTD-5"	"VTD-5"	"46023VTD-5"	"A"	"VTD precinct 5"	"VTD precinct 5"	0	"G5240"	"N"	487088548	40655873	43.168224	-98.53497	"686"	"1"	"105"	"Charles Mix"	"#05"	400.0	173.0	227.0	94.0	313.0	124.0	285.0	0.5675	0.7690418	0.6968215	0.6784539	271.3816	128.61842
116	"108"	46	23	343	249	"VTD-8"	"VTD-8"	"46023VTD-8"	"P"	"VTD precinct 8"	"VTD precinct 8"	0	"G5240"	"S"	427331259	21930535	43.30418	-98.735016	"249"	"1"	"108"	"Charles Mix"	"#08"	164.0	111.0	53.0	64.0	107.0	60.0	111.0	0.32317072	0.625731	0.64912283	0.5355731	87.83399	76.16601
117	"109"	46	23	666	473	"VTD-9"	"VTD-9"	"46023VTD-9"	"A"	"VTD precinct 9"	"VTD precinct 9"	0	"G5240"	"N"	523116773	31224628	43.36227	-98.85443	"473"	"1"	"109"	"Charles Mix"	"#09"	370.0	275.0	95.0	184.0	186.0	189.0	185.0	0.25675675	0.5027027	0.49465242	0.4183124	154.77559	215.22441
118	"110"	46	23	289	247	"VTD-10"	"VTD-10"	"46023VTD-10"	"A"	"VTD precinct 10"	"VTD precinct 10"	0	"G5240"	"N"	325143841	34081355	43.434433	-99.08399	"247"	"1"	"110"	"Charles Mix"	"#10"	116.0	99.0	17.0	72.0	50.0	74.0	47.0	0.14655173	0.40983605	0.38842976	0.31754875	36.835655	79.164345
119	"106"	46	23	276	184	"VTD6B"	"VTD6B"	"46023VTD6B"	"A"	"VTD Lake Andes precinct 6 ward 2(b)"	"VTD Lake Andes precinct 6 ward 2(b)"	0	"G5240"	"N"	309009	0	43.159397	-98.54117	"597"	"0.308207705"	"106"	"Charles Mix"	"#06"	90.61307	29.896147	60.71692	13.869347	77.66834	17.259632	76.43551	0.670068	0.8484849	0.81578946	0.7787709	70.566826	20.046242
120	"113"	46	23	185	131	"VTD-13"	"VTD-13"	"46023VTD-13"	"A"	"VTD-precinct 13"	"VTD-precinct 13"	0	"G5240"	"N"	91800639	2308337	43.134148	-98.41388	"131"	"1"	"113"	"Charles Mix"	"#13"	73.0	35.0	38.0	21.0	57.0	26.0	52.0	0.5205479	0.7307692	0.6666667	0.6419214	46.860264	26.139738
121	"106"	46	23	319	192	"VTD-6c"	"VTD-6c"	"46023VTD-6c"	"A"	"VTD-Lake Andes precinct 6 ward 3 (c)"	"VTD-Lake Andes precinct 6 ward 3 (c)"	0	"G5240"	"N"	718742	56812	43.15817	-98.52961	"597"	"0.32160804"	"106"	"Charles Mix"	"#06"	94.552765	31.19598	63.356785	14.472362	81.04523	18.01005	79.7588	0.670068	0.8484849	0.81578946	0.7787709	73.63495	20.917818
122	"106"	46	23	284	221	"VTD-6a"	"VTD-6a"	"46023VTD-6a"	"A"	"VTD-Lake Andes precinct 6 ward 1 (a)"	"VTD-Lake Andes precinct 6 ward 1 (a)"	0	"G5240"	"N"	1047723	0	43.153427	-98.539604	"597"	"0.370184255"	"106"	"Charles Mix"	"#06"	108.83417	35.90787	72.9263	16.65829	93.28643	20.730318	91.805695	0.670068	0.8484849	0.81578946	0.7787709	84.75689	24.07728
123	"111"	46	23	419	331	"VTD11a"	"VTD11a"	"46023VTD11a"	"A"	"VTD-Platte precinct 11 Ward 1 (a)"	"VTD-Platte precinct 11 Ward 1 (a)"	0	"G5240"	"N"	807498	0	43.390404	-98.83906	"979"	"0.338100102"	"111"	"Charles Mix"	"#11"	255.60368	192.04086	63.56282	125.77324	127.12564	130.50664	125.09704	0.24867725	0.5026738	0.489418	0.41327435	105.63444	149.96924
124	"103"	46	23	687	510	"VTD-3a"	"VTD-3a"	"46023VTD-3a"	"A"	"VTD-Wagner precinct 3 ward 1 (a)"	"VTD-Wagner precinct 3 ward 1 (a)"	0	"G5240"	"N"	3040072	26807	43.08032	-98.31034	"1152"	"0.442708333"	"103"	"Charles Mix"	"#03"	255.88542	114.66146	141.22395	52.239582	212.0573	73.046875	193.02083	0.5519031	0.80234504	0.72545755	0.6948198	177.79427	78.091156
125	"112"	46	23	86	71	"VTD12a"	"VTD12a"	"46023VTD12a"	"A"	"VTD-Geddes precinct 12 ward 1 (a)"	"VTD-Geddes precinct 12 ward 1 (a)"	0	"G5240"	"N"	972760	0	43.254158	-98.69524	"175"	"0.405714286"	"112"	"Charles Mix"	"#12"	51.525715	22.72	28.805714	10.954286	44.22286	12.171429	41.38286	0.5590551	0.8014706	0.77272725	0.71392405	36.785446	14.740268
126	"112"	46	23	66	53	"VTD12c"	"VTD12c"	"46023VTD12c"	"A"	"VTD-Geddes precinct 12 ward 3 (c)"	"VTD-Geddes precinct 12 ward 3 (c)"	0	"G5240"	"N"	445310	0	43.250942	-98.70191	"175"	"0.302857143"	"112"	"Charles Mix"	"#12"	38.462856	16.96	21.502857	8.177143	33.01143	9.085714	30.891428	0.5590551	0.8014706	0.77272725	0.71392405	27.459558	11.003299
127	"121"	46	25	400	249	"VTD-5"	"VTD-5"	"46025VTD-5"	"A"	"VTD-precinct 5"	"VTD-precinct 5"	0	"G5240"	"N"	275063519	1585718	44.848263	-97.715836	"249"	"1"	"121"	"Clark"	" Mt Pleasant, Day, Darlington"	143.0	93.0	50.0	67.0	84.0	77.0	74.0	0.34965035	0.5562914	0.49006623	0.46741572	66.84045	76.15955
128	"122"	46	25	267	215	"VTD-3"	"VTD-3"	"46025VTD-3"	"A"	"VTD-precinct 3"	"VTD-precinct 3"	0	"G5240"	"N"	276973419	563612	44.84164	-97.92746	"215"	"1"	"122"	"Clark"	" Raymond Twp, Logan, Fordham, To"	125.0	60.0	65.0	37.0	97.0	40.0	94.0	0.52	0.7238806	0.70149255	0.6513995	81.424934	43.57506
129	"114"	46	25	155	123	"VTD-2"	"VTD-2"	"46025VTD-2"	"A"	"VTD-precinct 2"	"VTD-precinct 2"	0	"G5240"	"N"	276004368	2366356	45.000122	-97.83013	"123"	"1"	"114"	"Clark"	" Ash, Woodland, Garfield"	75.0	43.0	32.0	20.0	62.0	29.0	55.0	0.42666668	0.75609756	0.6547619	0.6182573	46.369293	28.630705
130	"116"	46	25	443	351	"VTD-11"	"VTD-11"	"46025VTD-11"	"A"	"VTD - Clark city ward 1 precinct 11"	"VTD - Clark city ward 1 precinct 11"	0	"G5240"	"N"	709912	0	44.87425	-97.73223	"351"	"1"	"116"	"Clark"	"City of Clark Ward I"	247.0	129.0	118.0	66.0	187.0	77.0	174.0	0.4777328	0.73913044	0.6932271	0.63781625	157.54062	89.45939
131	"117"	46	25	312	238	"VTD-12"	"VTD-12"	"46025VTD-12"	"A"	"VTD-Clark city ward 2 precinct 12"	"VTD-Clark city ward 2 precinct 12"	0	"G5240"	"N"	1126460	0	44.878708	-97.737564	"238"	"1"	"117"	"Clark"	"City of Clark Ward II"	178.0	101.0	77.0	42.0	139.0	55.0	130.0	0.43258426	0.7679558	0.7027027	0.6360294	113.213234	64.786766
132	"118"	46	25	90	71	"VTD-13"	"VTD-13"	"46025VTD-13"	"A"	"VTD-precinct 13"	"VTD-precinct 13"	0	"G5240"	"N"	90796130	224544	44.841232	-97.80615	"412"	"0.172330097"	"118"	"Clark"	" City of Clark Ward III, Lincoln"	45.495144	25.849514	19.645632	12.580097	34.46602	13.269418	34.12136	0.4318182	0.73260075	0.72	0.63054186	28.686594	16.808552
133	"118"	46	25	393	341	"VTD-W3"	"VTD-W3"	"46025VTD-W3"	"A"	"VTD-Clark city ward 3 (part of precinct 13)"	"VTD-Clark city ward 3 (part of precinct 13)"	0	"G5240"	"N"	1528387	0	44.88642	-97.73413	"412"	"0.827669903"	"118"	"Clark"	" City of Clark Ward III, Lincoln"	218.50485	124.15048	94.35437	60.419903	165.53398	63.730583	163.87865	0.4318182	0.73260075	0.72	0.63054186	137.77646	80.72839
134	"126"	46	25	263	194	"VTD-8"	"VTD-8"	"46025VTD-8"	"A"	"VTD-precinct 8"	"VTD-precinct 8"	0	"G5240"	"N"	964991	10783	44.6279	-97.638054	"194"	"1"	"126"	"Clark"	"Town of Willow Lake"	136.0	80.0	56.0	37.0	103.0	49.0	89.0	0.4117647	0.73571426	0.64492756	0.59903383	81.4686	54.531403
135	"123"	46	25	170	140	"VTD-10"	"VTD-10"	"46025VTD-10"	"A"	"VTD-precinct 10"	"VTD-precinct 10"	0	"G5240"	"N"	278351688	115840	44.653008	-97.8265	"140"	"1"	"123"	"Clark"	" Richland, Hague, Rosedale"	92.0	48.0	44.0	15.0	82.0	19.0	77.0	0.47826087	0.8453608	0.8020833	0.7122807	65.52982	26.470175
136	"120"	46	25	275	202	"VTD-7"	"VTD-7"	"46025VTD-7"	"A"	"VTD-precinct 7"	"VTD-precinct 7"	0	"G5240"	"N"	273227564	4144740	44.611717	-97.6243	"202"	"1"	"120"	"Clark"	" Lake, Washington, Collins"	135.0	75.0	60.0	41.0	99.0	42.0	98.0	0.44444445	0.70714283	0.7	0.6192771	83.60241	51.39759
137	"124"	46	25	209	156	"VTD-4"	"VTD-4"	"46025VTD-4"	"A"	"VTD-precinct 4"	"VTD-precinct 4"	0	"G5240"	"N"	272865096	5904717	44.98552	-97.60597	"156"	"1"	"124"	"Clark"	" Thorp, Maydell, Eden, Town of G"	125.0	73.0	52.0	43.0	85.0	48.0	81.0	0.416	0.6640625	0.627907	0.5706806	71.335075	53.66492
138	"115"	46	25	270	218	"VTD-1"	"VTD-1"	"46025VTD-1"	"A"	"VTD-precinct 1"	"VTD-precinct 1"	0	"G5240"	"N"	359724469	10593475	45.101566	-97.73378	"218"	"1"	"115"	"Clark"	" Blaine, Cottonwood, Sp Val, War"	149.0	74.0	75.0	23.0	130.0	25.0	128.0	0.5033557	0.8496732	0.8366013	0.73186815	109.048355	39.95165
139	"119"	46	25	233	175	"VTD-6"	"VTD-6"	"46025VTD-6"	"A"	"VTD-precinct 6"	"VTD-precinct 6"	0	"G5240"	"N"	279417819	117565	44.794876	-97.58149	"175"	"1"	"119"	"Clark"	" Elrod, Foxton, Merton, Town of"	129.0	65.0	64.0	39.0	95.0	39.0	95.0	0.49612403	0.7089552	0.7089552	0.63979846	82.534004	46.465996
140	"125"	46	25	211	142	"VTD-9"	"VTD-9"	"46025VTD-9"	"A"	"VTD-precinct 9"	"VTD-precinct 9"	0	"G5240"	"N"	93427822	0	44.67413	-97.55302	"142"	"1"	"125"	"Clark"	" Town of Vienna, Pleasant"	97.0	74.0	23.0	66.0	37.0	64.0	39.0	0.2371134	0.3592233	0.37864077	0.32673267	31.69307	65.30693
141	"129"	46	27	1740	1469	"VTDNE2"	"VTDNE2"	"46027VTDNE2"	"A"	"VTD-Vermillion precinct Northeast - NE2"	"VTD-Vermillion precinct Northeast - NE2"	0	"G5240"	"N"	1634539	0	42.78791	-96.912636	"1469"	"1"	"129"	"Clay"	" Northeast 1, 2"	848.0	264.0	584.0	190.0	640.0	203.0	641.0	0.6886792	0.7710843	0.7594787	0.7394925	627.0896	220.91039
142	"131"	46	27	1656	1314	"VTDNW1"	"VTDNW1"	"46027VTDNW1"	"A"	"VTD-Vermillion precinct Northwest - NW1"	"VTD-Vermillion precinct Northwest - NW1"	0	"G5240"	"N"	1859836	0	42.780903	-96.941	"1314"	"1"	"131"	"Clay"	"Northwest 1"	621.0	218.0	403.0	113.0	511.0	119.0	514.0	0.6489533	0.81891024	0.8120063	0.76038337	472.1981	148.80191
143	"132"	46	27	1053	854	"VTDNW2"	"VTDNW2"	"46027VTDNW2"	"A"	"VTD-Vermillion precinct Northwest - NW2"	"VTD-Vermillion precinct Northwest - NW2"	0	"G5240"	"N"	1649330	0	42.78981	-96.94301	"854"	"1"	"132"	"Clay"	"Northwest 2"	473.0	187.0	286.0	102.0	370.0	126.0	350.0	0.60465115	0.7838983	0.7352941	0.70795214	334.86136	138.13864
144	"134"	46	27	817	646	"VTD-W2"	"VTD-W2"	"46027VTD-W2"	"A"	"VTD-precinct W02"	"VTD-precinct W02"	0	"G5240"	"N"	185880465	49433	43.003536	-97.091064	"646"	"1"	"134"	"Clay"	"Rural Ward 2"	419.0	189.0	230.0	87.0	353.0	105.0	336.0	0.548926	0.80227274	0.7619048	0.70692307	296.20078	122.79923
